"Phocaeicola_vulgatus"	"Faecalibacterium_prausnitzii"	"Bacteroides_uniformis"	"Prevotella_copri_clade_A"	"Bacteroides_stercoris"	"Phocaeicola_dorei"	"Bacteroides_ovatus"	"Bacteroides_fragilis"	"Eubacterium_rectale"	"Alistipes_putredinis"	"Bacteroides_caccae"	"Parabacteroides_distasonis"	"Bacteroides_xylanisolvens"	"Roseburia_faecis"	"Bacteroides_thetaiotaomicron"	"Roseburia_intestinalis"	"Phocaeicola_massiliensis"	"Alistipes_onderdonkii"	"Parabacteroides_merdae"	"Akkermansia_muciniphila"	"Escherichia_coli"	"Bacteroides_eggerthii"	"Sutterella_wadsworthensis"	"Dialister_invisus"	"Bacteroides_faecis"	"Bacteroides_cellulosilyticus"	"Lachnospira_eligens"	"Faecalibacterium_SGB15346"	"Eubacterium_siraeum"	"Barnesiella_intestinihominis"	"Alistipes_finegoldii"	"Phascolarctobacterium_faecium"	"Prevotella_sp_885"	"Flavonifractor_plautii"	"Lachnospira_pectinoschiza"	"Veillonella_parvula"	"Enterocloster_bolteae"	"Dysosmobacter_welbionis"	"Candidatus_Cibionibacter_quicibialis"	"Firmicutes_bacterium_AF16_15"	"Ruminococcus_bicirculans"	"Clostridium_sp_AF34_10BH"	"Odoribacter_splanchnicus"	"Alistipes_shahii"	"Ruminococcus_bromii"	"Bacteroides_finegoldii"	"Anaerostipes_hadrus"	"Prevotella_copri_clade_B"	"Roseburia_inulinivorans"	"Prevotella_marseillensis"	"Bacteroides_caecigallinarum"	"Phocaeicola_coprocola"	"Fusicatenibacter_saccharivorans"	"Ruminococcus_gnavus"	"Dysosmobacter_sp_BX15"	"Faecalibacterium_SGB15315"	"Alistipes_SGB2313"	"Ruminococcus_torques"	"Waltera_intestinalis"	"Blautia_wexlerae"	"Phocaeicola_plebeius"	"Ruminococcus_sp_BSD2780120874_150323_B10"	"Oscillibacter_sp_ER4"	"Parasutterella_excrementihominis"	"Acidaminococcus_intestini"	"Veillonella_dispar"	"Klebsiella_pneumoniae"	"GGB3746_SGB5089"	"GGB1266_SGB1699"	"Dorea_longicatena"	"GGB1543_SGB2126"	"Coprococcus_eutactus"	"Paraprevotella_clara"	"Prevotella_copri_clade_E"	"GGB3278_SGB4328"	"Roseburia_hominis"	"Prevotella_copri_clade_C"	"GGB1680_SGB2312"	"Bacteroides_ilei"	"GGB3277_SGB4327"	"Clostridium_sp_AF36_4"	"Clostridium_fessum"	"Lacrimispora_amygdalina"	"Akkermansia_sp_KLE1798"	"Bifidobacterium_longum"	"Clostridiales_bacterium"	"Clostridiaceae_bacterium"	"Clostridium_sp_AM22_11AC"	"GGB9708_SGB15234"	"Bifidobacterium_adolescentis"	"Alistipes_dispar"	"Enterocloster_clostridioformis"	"Eisenbergiella_massiliensis"	"Eubacterium_ventriosum"	"Lachnospira_sp_NSJ_43"	"Prevotella_stercorea"	"GGB9342_SGB14306"	"Hungatella_hathewayi"	"GGB781_SGB1024"	"Blautia_obeum"	"Haemophilus_parainfluenzae"	"Blautia_faecis"	"Bilophila_wadsworthia"	"Clostridium_leptum"	"Parasutterella_SGB9260"	"Clostridium_symbiosum"	"Ruthenibacterium_lactatiformans"	"Clostridium_sp_AF20_17LB"	"GGB9713_SGB15249"	"GGB51647_SGB4348"	"Roseburia_sp_AF02_12"	"GGB1549_SGB2133"	"Clostridium_sp_AT4"	"GGB6601_SGB9333"	"GGB4237_SGB5728"	"Phocaeicola_sartorii"	"Proteus_mirabilis"	"Clostridium_sp_1001270H_150608_G6"	"Alistipes_communis"	"Dysgonomonas_mossii"	"GGB33469_SGB15236"	"Vescimonas_coprocola"	"Rikenellaceae_bacterium"	"Prevotella_SGB48271"	"Bacteroides_salyersiae"	"Ruminococcus_lactaris"	"GGB3304_SGB4367"	"Bacteroides_intestinalis"	"Phascolarctobacterium_succinatutens"	"Bacteroides_mediterraneensis"	"Collinsella_aerofaciens"	"GGB33512_SGB15201"	"GGB3175_SGB4191"	"Clostridium_sp_AM49_4BH"	"Lactobacillus_acidophilus"	"GGB16040_SGB9347"	"Collinsella_SGB14861"	"Veillonella_rogosae"	"Butyrivibrio_crossotus"	"GGB9453_SGB14844"	"Lacrimispora_celerecrescens"	"Coprococcus_comes"	"Tyzzerella_nexilis"	"Oscillospiraceae_bacterium"	"Clostridiaceae_bacterium_Marseille_Q4149"	"GGB3267_SGB4317"	"GGB9480_SGB14874"	"GGB3478_SGB14857"	"Gemmiger_formicilis"	"GGB58485_SGB80143"	"GGB28645_SGB41268"
"PSM6XBSI"	0.151582525702708	0.0670200219812117	0.241169904593861	0	0	0.0375228945421699	0.0165852848442089	0.050543918046297	0.0221061211883581	0.0479588123445717	0	0.00825046121018817	0.138040722538627	0.00217248561421513	0.0000301294370830448	0	0	0.00322752658054686	0	0	0.0000293123676028273	0	0.0126132036998132	0.00217534535739589	0.0609337735567515	0.0146152281937178	0.010912371443054	0.000379937308301457	0	0	0.0283732483690017	0	0	0	0	0.00000408534740109032	0	0.000482990196493975	0.00128555669343829	0	0	0	0.0190064659814654	0.011410375291247	0.00214776926243853	0	0.00505806861729068	0	0	0	0	0	0.000930948539023595	0	0.0076341865547336	0.00115635758187879	0	0.000192726263646464	0	0.0002336818713424	0	0	0.00956645374176458	0	0	0.00137706847522273	0	0	0	0.000527622616850893	0	0	0	0	0	0.000396687232645929	0	0	0	0	0.000669077770613666	0	0.000116125999876009	0	0.00144743858420652	0.0000570927299302456	0.000819827089713922	0	0	0	0	0	0.000349501470163328	0	0	0	0	0	0	0.00123847306464072	0.00022397917126481	0.000383920522017519	0.0000653655584174538	0	0	0	0	0.0022611376528188	0.00477454550765497	0	0	0	0	0	0	0.0000140944485337636	0	0	0.00258888464807132	0	0	0.0036190049952564	0	0	0	0.000427020937099029	0	0	0	0	0	0	0	0	0	0	0.000183023563568873	0	0	0	0.00222753567044483	0.000879677429139905	0	0	0	0	0	0	0	0	0
"PSM6XBSK"	0.209127672100489	0.119076400124991	0.0525767869406409	0	0	0.00516068808227223	0.00101689434985286	0.019710396202133	0.253017928293928	0.0224152133889871	0	0.00522878549831527	0.0360253598430857	0.0990635742659154	0.0000181660767089482	0.0000484090424031747	0	0.00526674143512615	0	0.00122615943462298	0.0000497283664099691	0	0.00852861781223401	0.0101153586465603	0.0215685118360109	0.00946340961427939	0	0.00138894371976908	0.000690006455553851	0	0.0102233402421934	0	0	0.0000117724295990942	0.0226731919755466	0	0	0.000833609799370398	0.000622619444745238	0.00048764245020389	0.00307392344937058	0.000247119535118933	0.00284354918049174	0.00135778737591631	0.00692787184614327	0	0.000801235617972887	0	0.0152756407829843	0	0	0	0.000194955493619494	0	0.00232109687380087	0.00402119808624949	0	0.000703199695621802	0.000189069278819947	0.000175571579365813	0	0	0.00382025489136838	0	0	0.000828129530419095	0	0	0	0.00155852759787329	0	0.000113664837508503	0	0	0	0.000151011855547011	0	0	0	0	0.00559159960018393	0.000686758888767894	0.000606280124353391	0	0	0.0000890036272276396	0.000457602457433786	0.000253513182228786	0	0	0	0	0	0	0.000517986902360179	0	0	0	0	0.00519072807504234	0.000318160058561747	0.000760641033148421	0.000434159084697657	0	0	0	0	0.000702083344539129	0.000240218455698774	0.0185733418811997	0	0	0	0	0	0.00000162378339297855	0	0	0.0030608316957647	0	0.0000214136434949053	0.000216876569424706	0	0	0	0	0	0	0	0	0	0	0	0.0015195567964418	0	0	0.000393158554024948	0	0	0	0	0.00012472686187317	0	0	0	0	0	0	0	0	0
"PSM6XBSM"	0.132603310392924	0.175068840738192	0.0702833698149715	0	0	0.00750938531982168	0.00328355278789331	0.0275067238955038	0.0951941782164473	0.0331343220442532	0	0.00619263742426697	0.0331508532678327	0.00032846822503739	0.0000319329846785328	0.0119720969374522	0	0.00398032846001076	0	0	0	0	0.0101008856423346	0.00346621767452711	0.0885648495258209	0.0209228817393229	0.0136387728451755	0.00481294766502114	0.0043834438871745	0	0.0242690683556854	0	0	0	0	0.000268914748788035	0	0.000258544229648061	0.000313887891197031	0.000796784440853438	0.0162141526577382	0.00530498259292961	0.0160965858813494	0.00665859203671451	0.0043365198550263	0	0.00095162347910176	0	0.0396411553949392	0	0	0	0.000728195264759353	0	0.00832650008532576	0.00272231261344681	0	0.000618637404142006	0.0101578721584007	0.000195088973920299	0	0	0.00785602762295585	0	0	0.0396809946169818	0	0.00285343293960271	0	0.000457124269417461	0	0.000545633056532882	0	0	0	0	0	0	0	0.0359441166607421	0.00515887121930403	0.0000635579341350866	0.00099156537955176	0	0	0.000337914638511425	0.000672748924803058	0.000155968500728913	0	0	0	0	0	0	0.000258544229648061	0	0	0	0	0.00451939009847475	0.00627909264323587	0.00120708735653003	0.00045979390800795	0	0	0	0	0.0010623108021997	0.000829128139161278	0	0	0	0	0	0	0	0	0	0.00094638688032811	0	0	0.00245308982943679	0	0	0	0	0	0	0	0	0	0	0	0.00288115610958086	0	0	0.000241910327661172	0	0	0	0.0000718748851285308	0.0000828614747124635	0	0	0	0	0	0	0	0	0
"PSM6XBSO"	0.233123018283268	0.17061840023701	0.0811656186291809	0	0.00115078427692085	0.00360649828726709	0.00946250944962188	0.0335946124090832	0.0409307231908453	0.0401550430379169	0	0.00460697810922252	0.0741672127458986	0	0	0.0467855214053456	0.000567962832851843	0.00226659522403804	0	0	0	0	0.0513543927361405	0.00244004676722611	0.0648286261354076	0.00946483426634293	0	0.00286548822717866	0	0	0.0293624351868895	0	0	0	0	0	0	0	0.000454248971496028	0.000190533892138409	0	0	0.017200813524126	0.00958956573737678	0.00905768810319518	0	0.000305056385397199	0	0.000456169472265593	0	0	0	0	0.000472342110325086	0.00936365419948322	0.00140135908785513	0	0.000274530531059905	0	0	0	0	0.0280582130063792	0	0	0.0144575297932844	0	0	0	0.00109195630597944	0	0	0	0	0	0	0	0	0	0	0	0	0.000389558419258053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00189523102259691	0.0013128138944794	0.000172036437357864	0	0	0	0	0	0	0.00063336093800492	0	0	0	0	0	0	0	0	0	0.000407348321123497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298688409161274	0	0	0	0	0	0	0	0	0
"PSM6XBSS"	0.158304109975757	0.0560775940673865	0.28749533359274	0	0	0.0213475038713579	0.0504989692978163	0	0.00210925614863908	0.0394118947393606	0.0167813220531345	0.00928461930416413	0.0210065885492061	0.000197932368032399	0.00185259659448718	0	0.079337452020862	0.0409921483011416	0	0	0	0	0.00310876309212716	0.00181848216668287	0.00893798008472971	0.0181707408795135	0.012215483668748	0.0118190465429549	0	0	0.00514681395857066	0	0	0.000178929029054158	0	0.00000412120604347274	0	0.00203381518245438	0.00078840961170569	0.00420500389969122	0	0.0120225883303243	0.00544319735986383	0.00140475887109634	0	0	0.00432314513960414	0	0.00119125750245527	0	0	0	0.00371309216722435	0	0.0136481751585834	0.0417412919774886	0	0.00041097582489087	0.000275433937238839	0.000650120253358009	0	0	0.00451375091911481	0	0	0	0	0	0	0.00238228604901923	0	0	0	0	0.0145145442512782	0.00324041272962702	0	0	0	0	0	0.000374800794064822	0.000540335903477691	0	0.00000641076495651434	0.000398955640597404	0.00439995984113667	0.00000618180906520978	0.0072010062153511	0	0	0	0	0.000278753797662749	0	0	0	0.000140349961369417	0	0.000616807171173262	0	0.00316886401359449	0.000969857155564195	0	0	0	0	0.00106910953444452	0.000959668618401161	0.00322495820696399	0	0	0	0	0	0.0000112188386739008	0	0	0	0	0.00129817990369428	0.0013296613387486	0	0	0	0	0.00589298120833074	0	0	0	0.00340434514780076	0	0	0	0	0	0.000188659654434583	0	0	0	0.00148695403607452	0.000432039766890849	0	0	0	0	0	0	0	0	0
"PSM6XBSU"	0.246687364392223	0.0422714029354216	0.220541493096401	0	0.000033500351808612	0.0435160783016354	0.0343931087250074	0	0.010624114849311	0.0666698739134628	0.0328218873065739	0.00765741156291553	0.0199726900738567	0	0.00427409570468374	0	0.0520518581052508	0.0423999124817039	0	0	0	0	0.00180352713671285	0.00288333683714062	0.0158014020061988	0.0110708228191655	0.0125125461563454	0.0050125313283208	0	0	0.00761929804790704	0	0	0	0	0.0000179034667042745	0	0.000590484889583938	0.00145688087340799	0.00223343001205354	0.0018044058344652	0.0037542361469455	0.00881322861892218	0.00646117441030044	0	0	0.0095055326105605	0	0.000142019524224708	0	0	0	0.00383408780519095	0	0.0151840069979489	0.028854896466339	0	0	0.0000426168409893161	0.00042144540947425	0	0	0.00504141851692954	0	0	0	0	0	0	0.00241158598134393	0	0	0	0	0.00245178640351426	0.00107695393273261	0	0	0	0	0	0.000181231411423641	0.0000483283763796373	0	0.0000403102593893792	0.0000124116057520433	0.00222607091837754	0	0.00359640006317837	0	0	0	0	0.000370151428180407	0	0	0	0	0	0.00139086870476217	0	0.00126400671676562	0.000430561898654954	0.0000144985129138903	0	0	0	0.00215863086588414	0.00190435770379582	0.00104400276701922	0	0	0	0	0	0.00000560169817127617	0	0	0	0	0.0000623875404173502	0.0000315232818658088	0	0	0	0	0.00666140766061881	0	0	0	0.00127982327630804	0	0	0.000593340657279098	0	0	0.000337200262467018	0	0	0	0.00147851880555978	0.000152014711157769	0	0	0	0	0	0	0	0	0
"PSM6XBT1"	0.18865998053702	0.0925391370363576	0.154821019925844	0	0	0.0309287662797742	0.0660175305609728	0	0.00544068243952979	0.0582871606093712	0.029904033675998	0.0159234887912065	0.0320965682098338	0.0010433535912714	0.00374894837683975	0	0.0806059755095847	0.0177327316942392	0	0	0	0	0.00548509522958058	0.000944581396731357	0.0164009262842525	0.00735505874401092	0.00889157935813803	0.0257129235898766	0	0.0223809234113001	0.0024083529354888	0	0	0	0	0	0	0.0011423571024263	0.00107724147534662	0.00156717006559445	0.000792028089239173	0.00450870779830764	0.00773094824313874	0.00240939386025562	0	0	0.0031541177017584	0	0.000665497900917378	0	0	0	0.0025735129984902	0	0.0347318427444883	0.030455376827488	0	0	0	0.000373229358057069	0	0	0.00301972274853177	0	0	0	0	0.00049201043978146	0	0.00237724085079176	0	0	0	0	0.00665706085870741	0.00268188483254643	0	0	0	0	0	0.0000492704389625994	0.0005863876186394	0	0	0.000127455454781186	0.00506456162378712	0	0.00514239966468343	0	0	0	0	0.0009124283872675	0	0	0	0.000596334233077859	0	0.000518264875566696	0	0.00311930455122379	0.00114050656950752	0.000332055000614145	0	0	0	0.00221034591317901	0	0	0	0	0	0	0	0	0	0	0	0	0.0000755248747478349	0	0	0	0	0	0.000741138433972638	0	0	0	0.00282530113375212	0	0	0	0	0	0.00178183188417329	0	0	0	0.00068226835549385	0.000356458903480597	0	0	0	0	0	0	0	0	0
"PSM6XBT3"	0.240966009828988	0.0587628154337129	0	0	0	0	0.30803101716477	0.0229858277381596	0	0	0.0482116510518404	0.0215454989234422	0.0236125601130141	0	0.0964669484313994	0	0	0	0	0.0119123519829724	0.00367774482004247	0	0	0.00474321049385665	0	0	0	0	0	0	0	0	0	0.00109528550528157	0	0	0	0.00272299429904668	0	0	0	0.0245639056013509	0	0	0	0	0.0394269763402853	0	0.00854580651139236	0	0	0	0.035820014926425	0.0030333681850464	0	0	0	0	0	0.00261805738346766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00351265232748943	0	0	0	0	0	0.000999635042408649	0.00201959709796289	0	0	0	0.00175338545372112	0.000509826253565352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000725787870386296	0	0	0.000544082945770107	0	0	0.0249693108533765	0	0	0	0	0	0	0	0	0	0	0.00121435846553545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00500931895529058	0	0	0	0	0	0	0	0
"PSM6XBT5"	0.469331682880209	0.0890601981859523	0	0	0	0	0.178639115030544	0.0112591806876742	0.0116792162844258	0	0.0285355990289587	0.018394725162612	0.00553090728194965	0	0.136115824562771	0	0	0	0	0.00308761588301351	0	0	0	0.000264268179064717	0	0	0	0	0	0	0	0	0	0.00046426585115659	0	0	0.000682481934673837	0.00262031362995269	0	0	0	0.00595316957343108	0	0	0	0	0.00332799770043162	0	0.00324237116673237	0	0	0	0.000638251680268903	0.00062428423150945	0	0	0	0	0	0.00302041018753324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140612735782934	0	0	0	0	0	0.001515265763607	0.0083563804672314	0	0	0	0.000286029059378357	0.000958794507958662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000914564253553729	0	0	0	0	0	0	0	0.00143581324711301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSM6XBT7"	0.295622920210106	0.069518558749342	0	0	0	0	0.0797224478867154	0.0143037819340613	0.019246595001709	0	0.0602639818170201	0.0125966427208748	0.000424046402705133	0.0269560040447191	0.0549456021793612	0.239313898802913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117497669823941	0.0127539486215196	0	0.000712389842765095	0.00758912226147263	0	0	0	0.00776225003220156	0	0	0	0	0.00399086388424882	0	0.0196589778463392	0	0	0	0.0193862534318752	0.00100945559582019	0	0	0	0	0	0.00153411286470171	0	0	0	0.00266182679717681	0	0	0	0	0	0	0	0	0	0	0	0.000950833538713378	0	0	0	0	0	0.00242318025674027	0.0036564747453541	0	0.00117041269725359	0	0.0103168735173336	0.000543521806289599	0	0	0	0	0	0	0	0	0	0.000335403361336015	0	0	0	0	0	0	0.013733788922054	0	0	0.000455791565117644	0	0	0	0	0.00159567616688827	0	0	0	0	0	0	0	0	0.00147559222983903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161900328303804	0	0	0	0	0	0	0	0
"PSM6XBT9"	0.337227527955568	0.0315669260015525	0	0	0	0	0.120589704537292	0.0115272271108222	0.00805331982228082	0	0.0350344236793404	0.0107501381118508	0	0.093564954283197	0.0383033251636231	0.234249195492111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128534060976764	0	0	0.000795707392112515	0	0	0	0	0	0	0	0	0.0210714427423367	0	0.025064019802645	0	0	0	0.00175592812689808	0.00445996994604735	0	0	0	0	0	0.00356598185571457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00249537338017436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00455133233424797	0	0	0	0	0	0.0024890655092741	0	0.0000310306552351767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSM6XBTB"	0.419843339619617	0.0118049187966598	0.00229238233391548	0	0	0.00187783573268948	0.167626647256763	0.0237077390115217	0.013874733877684	0.000396837814377502	0.0397689043563515	0.0175729524039125	0.00305828736511262	0.0153072338683768	0.139109765198591	0.0947814519373966	0.000724550989181642	0	0	0	0.00000724450371074493	0	0	0	0.0000102630469235556	0	0.000173163762308235	0	0	0	0	0	0	0.00101644411786043	0.00411206080070481	0	0.000748498098669939	0.00969153607526395	0	0	0	0.00501098296947981	0	0	0	0	0.00190299025946291	0	0.00771056678280344	0	0	0	0.001856907166414	0.0028131816562324	0	0.0000431651679431913	0	0	0	0.00148633067798795	0	0	0	0.000219749945892613	0	0	0	0	0	0	0	0	0	0	0	0.000353873882648497	0	0	0	0	0.0000474917465482203	0.000490010181546256	0.00139969848778028	0	0.000251545267734217	0	0.000778582912690951	0.000752724059167873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525478064296781	0	0	0	0	0	0.000595759812101721	0	0.000687422907664071	0	0	0	0	0	0	0	0	0.000837444505340758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSM6XBTF_P"	0.319495733293869	0.137489730440228	0.0677379293233377	0.00603875171653653	0.149208457668345	0.00386881022835369	0.0315986926555095	0	0.0316374543948705	0.00955778582717399	0.00224930589384008	0.00751537966612336	0.000353355697868298	0.0171330978924148	0.000171922121017831	0.0065279269127461	0.0663574386692635	0.000121910272607529	0.00460354462299504	0	0	0.000373299073001241	0.0107971387495381	0.00297831296023813	0.00841211563107538	0	0.000250570610644668	0.00992740304630453	0	0.0117964552542765	0	0.0102137694584699	0	0.000115569302052439	0.00508331063709061	0	0	0.000715609209257449	0.000468618178764846	0.00201673545767438	0.00224991953615187	0.000549721237638814	0.00000214774809123907	0.00114894295509478	0	0.000162103844029306	0.00088937225721063	0	0.000882929012936909	0	0	0	0.00183376777504446	0	0	0.000933145408784474	0	0.0000898985986761891	0	0.001773835375927	0	0	0	0	0.00208904297674613	0	0	0	0	0.00175798294953927	0	0	0.00929698784466627	0	0	0.0000696484023873549	0	0	0	0.0276295519091793	0	0.000315309874537761	0.000128455790599878	0	0.00103562367485221	0	0.000148501439451453	0.00157031067585235	0	0.0000301707469959903	0	0	0	0.00821963649261282	0	0	0	0	0	0.000351923865807472	0	0.000226740834203768	0.0000468413631327582	0	0	0	0	0.00470837518459128	0	0	0	0	0.000147274154827887	0	0	0.0000209661123192473	0	0	0.0000997168756647153	0	0	0.000758564171082249	0	0	0	0	0	0	0	0	0.00266003714786008	0	0	0	0	0	0.000177444901823877	0	0	0	0.000174683511420855	0.00245262604647747	0	0	0	0	0	0	0.000551664438292793	0	0
"PSM6XBTH_P"	0.230028550646836	0.165905098026068	0.075529912352826	0	0.104372178104029	0.00235676737825907	0.0320397501215334	0	0.01715675952816	0.0252571827384498	0.00492900362208478	0.0237019840716583	0.00018991515760096	0.0710705858831504	0.000336900085819572	0.0076120407436497	0.0676058097274993	0	0.0106093884731925	0	0	0.0000682795076843061	0.0120838374228125	0	0.00613708071987044	0	0.000134719148395083	0.0113350115645861	0	0.0111517403710562	0	0.0115906508590748	0	0.000426031419203877	0.0155568929798445	0	0	0.0020804806877341	0.000515571611915632	0.00549752251690531	0.00325319145369525	0.000883545006621477	0	0.00284147011095216	0	0	0.00081751422523815	0	0.00334446929854867	0	0	0	0.00429680488701377	0	0	0.00115809404500478	0	0.000071448167472051	0	0.00120674830497144	0	0	0	0	0.00446382392227748	0	0	0.000609507042397486	0	0.00106865606712489	0	0	0.00572178185801215	0	0	0.000403237511698487	0	0	0	0.0149021047669318	0	0.000153220032962238	0.000448518682213678	0	0.000901841461524906	0.000659694524842088	0.000753323310828353	0.0019729506846145	0	0.000233458675974485	0	0	0	0.0234085252893804	0	0	0	0	0	0.000418978595805348	0	0.000105894565809792	0.000319114705075456	0	0	0	0	0.00522532441965485	0	0	0	0	0.000146576068891161	0	0	0.0000226916926735268	0	0	0.000621772822221014	0	0	0.00155898061557042	0	0	0	0	0	0	0	0	0.000447394319063189	0	0	0	0	0	0.000530290547703866	0	0	0	0.000709882007286691	0.000525384235774455	0	0	0	0	0	0	0.000514140604269553	0	0
"PSM6XBTL"	0.331211502031229	0.123023832986793	0.0398306821140395	0	0.109569603300497	0.0063617965607497	0.00992367549014221	0	0.0214859939928405	0.00422329296893254	0.000225024559104379	0.0189413986133927	0.00008473083581064	0.0180850522994665	0.00005648722387376	0.0202047610513402	0.0888894252322267	0	0.00712519571539272	0	0	0.0000246489704176404	0.0460191142495184	0	0.00465660132806598	0	0.0000574115602644218	0.00881282855665386	0	0.0129257146789241	0	0.00780129643313992	0	0.000220608285237886	0.0156358689763437	0.00000647035473463052	0	0.00139318034881374	0.000594656411325585	0.00148859240513869	0.00124518382226449	0.000576991315859609	0	0.000333993549159033	0	0	0.0019168682661452	0	0.00601167847677579	0	0	0	0.00660037805358378	0	0	0.00124764871930625	0	0.000454259983988439	0	0.00101810518229197	0	0	0	0	0.00347262911567197	0.0000185894318566363	0	0.0000330707019770012	0	0.00554211559031973	0	0	0.032430136858273	0	0	0.0000657305877803748	0	0	0	0.0138266345476888	0	0.00127763829998105	0.00132991465807513	0	0.000642927311726798	0	0.000108352765794212	0.00294966012664436	0	0.0000749739516869909	0	0	0	0.00512277498108962	0	0	0	0	0	0.000694279333430217	0	0.000201710741251027	0.0000389248324511909	0	0	0	0	0.00901402577768785	0	0	0	0	0.000291371371145196	0	0	0.00000718928303847797	0	0	0.00000893525177639386	0	0	0.00067209526005434	0	0	0	0	0	0	0	0	0.000494930785177547	0	0	0	0	0	0.000697257750689015	0	0	0	0.000760112625254	0.00120831307068144	0	0	0	0	0	0	0.000731150085013271	0	0
"PSM6XBTN_P"	0.114181895713442	0.152798653783346	0.125998300266803	0.000104035925702311	0.188439799334026	0.0068569132849251	0.0268395211921283	0	0.0158364884215314	0.0166470845422455	0.000361864089399345	0.0172557769494425	0.000898800492505249	0.0248651002543432	0.000123876769240401	0.0105978889136871	0.0674372795468968	0	0.0197595269202724	0	0.000631411715082607	0.000107942413031054	0.0151752640399926	0	0.00861000087484756	0	0.0000395788847780523	0.00832236004469433	0	0.0209128659029347	0	0.022716121014342	0	0.00069895282495061	0.00930874809520192	0	0	0.00504934047699649	0.00146873643330922	0.00759256653030627	0.000150091355262227	0.000973229356347615	0	0.00350761441201866	0	0	0.000958323023119516	0	0.000489133334477864	0	0	0	0.00244813392754432	0.0000745316661404901	0	0.00170240605694692	0	0.000142072776008493	0	0.000936631738215181	0	0	0	0	0.00692116472125311	0	0	0.000073606445457366	0	0.00153781957764909	0	0	0.0194630450924804	0	0	0	0	0	0	0.00474771853429829	0	0.0012039177133397	0.000295865014003215	0	0.000783353511711082	0.00341283069314758	0	0.000355284742319357	0	0	0	0	0	0.0482360719077403	0	0	0	0.000143923217374739	0	0.000454694564606051	0	0.00025135161891517	0.000205707398547753	0	0	0	0.00000462610341561593	0.00482225020043878	0	0	0	0	0.000146801681722234	0	0	0.0000154203447187212	0	0	0.000681579236567517	0	0	0.000708821845570592	0	0	0	0	0	0	0	0	0.00113658220806794	0	0	0	0	0	0.000241791005189562	0	0	0	0.000576823694778331	0.00185660950413414	0.0000881015694929646	0	0	0	0	0	0.000615374556575137	0	0
"PSM6XBTP"	0.285628477806329	0.149207970544453	0.0464634257521014	0	0.0800118363228545	0.00778117973275359	0.0201288407793596	0	0.0420664312078486	0.00327955357452119	0.000485437242461564	0.0135251264392885	0.0000166506104761315	0.0272432766222448	0	0.0192211769453181	0.12394981670453	0	0.0124314280067174	0	0	0.0000108948438917893	0.00476978321213505	0	0.0125902254955175	0	0.000108331749641009	0.00500515295281618	0	0.00455311971285303	0	0.0130131715579205	0	0.000252637040434156	0.0108808656015141	0	0	0.000862851079920566	0.00104611057670417	0.00386294163046272	0.00146443146953046	0.000776514581155434	0	0.000661399249468594	0	0	0.00226931375742301	0	0.00441929813976707	0	0	0	0.00286616619591005	0	0	0.00196518316236822	0	0.0000126421301763221	0	0.00466402100114776	0	0	0	0	0.00625754609264132	0	0	0.000019014586037558	0	0.00360999624539012	0	0	0.0170082902567308	0	0	0.00000698914513812845	0	0	0	0.00766441989632837	0	0.000945693006116631	0.00122063364206512	0	0.000142660786054764	0.000124776797024844	0.0000718443007581266	0.00114046403606892	0	0	0	0	0	0.0385249902537399	0	0	0	0	0	0.0011276163428003	0	0.000718648570673567	0.0000116143147148329	0	0	0	0	0.00515418619473218	0	0	0	0	0.000126832427947823	0	0	0	0	0	0.0000188090229452597	0	0	0.00145477000419246	0	0	0	0	0	0	0	0	0.000527166550198044	0	0	0	0	0	0	0	0	0	0.000738485409080317	0.00497144060567932	0	0	0	0	0	0	0.000917428080925667	0	0
